edition,table,year,region,value_thous_rub,raw,is_dash,is_no_data,footnotes
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Ульяновская область,146899.101,146899.101,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Ульяновская область,83293.446,83293.446,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Уральский федеральный округ,1465088.59455,1465088.59455,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Уральский федеральный округ,847822.88079,847822.88079,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Курганская область,157126.44255,157126.44255,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Курганская область,65024.37479,65024.37479,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Свердловская область,497891.701,497891.701,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Свердловская область,306290.968,306290.968,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Тюменская область,404120.451,404120.451,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Тюменская область,235094.86099999998,235094.86099999998,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,в том числе: Ханты-Мансийский автономный округ - Югра,179626.767,179626.767,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,в том числе: Ханты-Мансийский автономный округ - Югра,110170.578,110170.578,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Ямало-Ненецкий автономный округ,63074.452,63074.452,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Ямало-Ненецкий автономный округ,30000.0,30000,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Тюменская область без автономных округов,161419.232,161419.232,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Тюменская область без автономных округов,94924.283,94924.283,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Челябинская область,405950.0,405950,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Челябинская область,241412.677,241412.677,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Сибирский федеральный округ,2551159.5926,2551159.5926,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Сибирский федеральный округ,1547513.007,1547513.007,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Республика Алтай,24105.695,24105.695,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Республика Алтай,14851.049,14851.049,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Республика Бурятия,115437.9547,115437.9547,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Республика Бурятия,61432.222,61432.222,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Республика Тыва,35344.845,35344.845,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Республика Тыва,22013.251,22013.251,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Республика Хакасия,69932.0725,69932.0725,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Республика Хакасия,44216.808,44216.808,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Алтайский край,323622.7742,323622.7742,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Алтайский край,158384.524,158384.524,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Забайкальский край,128260.219,128260.219,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Забайкальский край,72422.543,72422.543,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Красноярский край,424199.35,424199.35,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Красноярский край,191310.43,191310.43,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Иркутская область,276921.134,276921.134,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Иркутская область,147056.146,147056.146,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Кемеровская область,318460.66666,318460.66666,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Кемеровская область,190993.281,190993.281,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Новосибирская область,322042.153,322042.153,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Новосибирская область,281191.706,281191.706,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Омская область,222824.482,222824.482,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Омская область,138708.659,138708.659,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Томская область,290008.24653999996,290008.24653999996,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Томская область,224932.388,224932.388,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Дальневосточный федеральный округ,937328.3434499999,937328.3434499999,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Дальневосточный федеральный округ,521646.92500000005,521646.92500000005,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Республика Саха (Якутия),170662.55812,170662.55812,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Республика Саха (Якутия),116376.388,116376.388,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2015,Камчатский край,36972.601,36972.601,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
2017,Т_4.1.1.Объем субсидий_МЭР,2016,Камчатский край,24347.569,24347.569,False,False,1) Информация предоставлена Министерством экономического развития Российской Федерации. Значения показателей сформированы Минэкономразвития России на основе отчетов уполномоченных органов исполнительной власти субъектов Российской Федерации о реализации мероприятий по поддержке субъектов малого и среднего предпринимательства в рамках постановления Правительства Российской Федерации от 27 февраля 2009 г. № 178.
